query,lat,lon,lat_min,lat_max,lon_min,lon_max
Macdonald Ave:Marina Richmond,37.9357755,-122.35657,37.9357255,37.9358255,-122.35662,-122.35652
Greek Theater Berkeley,37.873674949999995,-122.25424070188475,37.8733463,37.8740374,-122.2546817,-122.2538204
Eastmont Transit Center (55175) Oakland,37.7687695,-122.1741488,37.7687195,37.7688195,-122.1741988,-122.1740988
Eastmont Transit Center (57000) Oakland,37.7687695,-122.1741488,37.7687195,37.7688195,-122.1741988,-122.1740988
San Pablo San Pablo,-7.1183111,-78.823435,-7.1441579,-7.0186465,-78.8831875,-78.6482011
San Leandro Bart San Leandro,37.7215513,-122.160358,37.7215013,37.7216013,-122.160408,-122.160308
Whipple Street Union City,37.60615,-122.0683869,37.6058129,37.6063844,-122.0687071,-122.0680114
2020 Williams Street San Leandro San Leandro,37.7100745,-122.1781655,37.7100245,37.7101245,-122.1782155,-122.1781155
Macarthur:62nd CA USA,37.7748336,-122.180944,37.7747836,37.7748836,-122.180994,-122.180894
1509 Nimitz Drive Alameda,37.7864191,-122.2888791,37.7864191,37.7864447,-122.2889689,-122.2880874
San Pablo and Solano CA USA,NA,NA,NA,NA,NA,NA
N/A CA USA,34.2727885,-119.2609533,34.2727385,34.2728385,-119.2610033,-119.2609033
Safeway - Rockridge CA USA,NA,NA,NA,NA,NA,NA
Market and Van Ness San Francisco San Francisco,37.7751897,-122.4192659,37.7701897,37.7801897,-122.4242659,-122.4142659
Christie St:Lyons Restaurant (58617) CA USA,NA,NA,NA,NA,NA,NA
Amtrak Berkeley,NA,NA,NA,NA,NA,NA
Salesforce Transit Center Bay 30 (50030) San Francisco,37.7897728,-122.3958157,37.7897228,37.7898228,-122.3958657,-122.3957657
Salesforce Transit Center San Francisco,37.78911945,-122.39686267625001,37.7875986,37.7906342,-122.3987888,-122.394954
Fremont BART Fremont,37.5575875,-121.9772771,37.5575375,37.5576375,-121.9773271,-121.9772271
Cedar Blvd and Newark Blvd (55347) Newark,37.5485234,-122.0438268,37.5484734,37.5485734,-122.0438768,-122.0437768
N/A CA USA,34.2727885,-119.2609533,34.2727385,34.2728385,-119.2610033,-119.2609033
Stone St: San Pablo Ave San Pablo,NA,NA,NA,NA,NA,NA
12th:Broadway Oakland,40.1236518,-88.2076268,40.1236018,40.1237018,-88.2076768,-88.2075768
Fruitvale BART Station (55539) Oakland,NA,NA,NA,NA,NA,NA
Bayfair BART Oakland,NA,NA,NA,NA,NA,NA
Oakland Airport Oakland,37.7221623,-122.21707443336842,37.6992639,37.745433,-122.2512932,-122.1993876
Foothill Blvd & Seminary Av CA USA,37.7959158,-122.2507026,37.7948685,37.7970687,-122.2520042,-122.2495137
E 18th St and 12th Av (51651) Oakland,37.7932192,-122.2442145,37.7931692,37.7932692,-122.2442645,-122.2441645
San Pablo Av and Vale Rd (55811) San Pablo,37.955175,-122.3354418,37.955125,37.955225,-122.3354918,-122.3353918
"1995 University Ave, Berkeley Berkeley",37.872073150000006,-122.27127978323948,37.8718587,37.8722857,-122.2718216,-122.2707299
none CA USA,40.5810143,-122.3545946,40.5809643,40.5810643,-122.3546446,-122.3545446
Tyler and Edes Oakland,37.7370934,-122.1854786,37.7370434,37.7371434,-122.1855286,-122.1854286
Lake park CA USA,33.66856335,-117.99933718399656,33.6681487,33.6691198,-118.0007723,-117.9979886
25861 Industrial Blvd (53396) Hayward,37.6345806,-122.1126601,37.6345306,37.6346306,-122.1127101,-122.1126101
Central Ave & Cherry Street Newark,40.6979465,-73.9266436,40.6929465,40.7029465,-73.9316436,-73.9216436
Telegraph Berkeley,37.8553055,-122.259821,37.8551921,37.8554096,-122.259837,-122.2598064
Fruitvale Alameda,37.7748464,-122.2240955,37.7698464,37.7798464,-122.2290955,-122.2190955
6th Oakland,30.2742001,-97.7608,30.2741501,30.2742501,-97.76085,-97.76075
MacArthur Blvd and Sheffield Av (50405) Oakland,37.7999909,-122.220904,37.7999409,37.8000409,-122.220954,-122.220854
Fremont Bart Fremont,37.5575875,-121.9772771,37.5575375,37.5576375,-121.9773271,-121.9772271
Downtown Oakland San Leandro,NA,NA,NA,NA,NA,NA
Hayward BART Station (55055) Hayward,37.669764,-122.086625,37.669714,37.669814,-122.086675,-122.086575
NA CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
"39355 California St, Fremont Fremont",37.5469911,-121.98220536425737,37.5466867,37.5472822,-121.9825919,-121.9819216
Shattuck Av and Cedar St (53339) Berkeley,37.8783441,-122.2689699,37.8782941,37.8783941,-122.2690199,-122.2689199
Dwight Way:9th St (51667) CA USA,37.8606217,-122.2916368,37.8605717,37.8606717,-122.2916868,-122.2915868
Broadway and 11th Oakland,37.8148998,-122.2645082,37.8148385,37.8152489,-122.2645461,-122.2642924
Spruce St and Marin Ave Berkeley,37.8933683,-122.267895,37.8933183,37.8934183,-122.267945,-122.267845
Gading Rd and Dumont Av (55630) Hayward,37.6444016,-122.0811063,37.6443516,37.6444516,-122.0811563,-122.0810563
Jackson St Oakland,37.7999242,-122.266541,37.7978662,37.8019968,-122.2678248,-122.2652504
Oakland International Airport (50275) Oakland,37.7131093,-122.2123989,37.7081093,37.7181093,-122.2173989,-122.2073989
broadway/40th st CA USA,37.827341,-122.2566713,37.827291,37.827391,-122.2567213,-122.2566213
41st and Cutting Richmond,37.925576,-122.3311058,37.925526,37.925626,-122.3311558,-122.3310558
San Leandro St and Coliseum BART Station (55663) Oakland,NA,NA,NA,NA,NA,NA
Telegraph and Broadway Oakland,37.8251929,-122.2655333,37.8249867,37.8253728,-122.2655888,-122.2654848
Union Landing Transit Center (55744) Union City,37.5987701,-122.066295,37.5987201,37.5988201,-122.066345,-122.066245
High St:International Blvd CA USA,37.7725953,-122.2144217,37.7725453,37.7726453,-122.2144717,-122.2143717
Salesforce Transit San Francisco,37.78911945,-122.39686267625001,37.7875986,37.7906342,-122.3987888,-122.394954
NA NA,44.5349559,4.0038687,44.5349059,44.5350059,4.0038187,4.0039187
54622 Castro Valley,37.6916847,-122.0748921,37.6916347,37.6917347,-122.0749421,-122.0748421
Richmond Bart Richmond,37.9364829,-122.3538432,37.9364329,37.9365329,-122.3538932,-122.3537932
Salono & San Pablo CA USA,NA,NA,NA,NA,NA,NA
Hegenburger CA USA,NA,NA,NA,NA,NA,NA
E 24th St and 10th Av (51858) Oakland,NA,NA,NA,NA,NA,NA
Van Ness &amp; Market CA USA,37.7751897,-122.4192659,37.7701897,37.7801897,-122.4242659,-122.4142659
Brittany Avenue &amp;newark blvd CA USA,33.9522266,-117.3572645,33.9519418,33.9534339,-117.3585662,-117.3569534
Powell and market CA USA,37.7850162,-122.4077911,37.7849662,37.7850662,-122.4078411,-122.4077411
Gilman St and 7th St (50404) Berkeley,37.8794895,-122.3004391,37.8794395,37.8795395,-122.3004891,-122.3003891
Stanford Oakland,42.451112,-83.6577474,42.451112,42.451133,-83.6577474,-83.657194
Lake Merrit Bart Oakland,NA,NA,NA,NA,NA,NA
20th and broadway Oakland,40.1236518,-88.2076268,40.1236018,40.1237018,-88.2076768,-88.2075768
University Berkeley,37.8673466,-122.3008372,37.8623466,37.8723466,-122.3058372,-122.2958372
Hayward Bart Hayward,37.669764,-122.086625,37.669714,37.669814,-122.086675,-122.086575
San Pablo Av and Rheem Av (57650) San Pablo,37.9500288,-122.3322455,37.9499788,37.9500788,-122.3322955,-122.3321955
Hesperian Blvd and W A St (55122) Hayward,37.6645481,-122.117171,37.6644981,37.6645981,-122.117221,-122.117121
Oakland CA USA,37.8044557,-122.2713563,37.6336763,37.8854257,-122.355881,-122.1144203
E 14th St and Ashland Av (55638) Ashland,NA,NA,NA,NA,NA,NA
International Blvd:14th Oakland,37.7769406,-122.2243043,37.7767057,37.7770367,-122.2245029,-122.223828
College Av and Miles Av (54327) Oakland,37.8454827,-122.2518195,37.8454327,37.8455327,-122.2518695,-122.2517695
E 14th Oakland,42.5818678,-83.3417064,42.5815461,42.582088,-83.342108,-83.341392
n/a CA USA,34.2727885,-119.2609533,34.2727385,34.2728385,-119.2610033,-119.2609033
Fremont Blvd and Sundale Dr (52600) Fremont,37.544786,-121.9813429,37.544736,37.544836,-121.9813929,-121.9812929
NA CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
40th St and Mlk Jr Way (59566) Oakland,NA,NA,NA,NA,NA,NA
San Pablo Av and Carlson Blvd (55562) El Cerrito,37.8986351,-122.3018533,37.8985851,37.8986851,-122.3019033,-122.3018033
Thomas L Berkley Way (20th St) and Broadway (53888) Oakland,NA,NA,NA,NA,NA,NA
San Pablo Av and Cutting Blvd (Del Norte BART Station) (51356) El Cerrito,NA,NA,NA,NA,NA,NA
23rd El Cerrito,59.4660095,-135.2983923,59.4653777,59.4664802,-135.2989293,-135.29837
High Street Oakland,37.7650798,-122.2243655,37.7648689,37.7650798,-122.2246045,-122.2243655
Westgate Pkwy:Davis St (50425) CA USA,37.7179758,-122.1789187,37.7179258,37.7180258,-122.1789687,-122.1788687
Mowry Av and Cedar Blvd (55895) Newark,NA,NA,NA,NA,NA,NA
El cerrito bart station CA USA,NA,NA,NA,NA,NA,NA
International Blvd and 94th Av (51867) Oakland,37.7475486,-122.1726983,37.7474986,37.7475986,-122.1727483,-122.1726483
Bayfair BART Station (56333) San Leandro,NA,NA,NA,NA,NA,NA
Central and San Pablo El Cerrito,-23.4828942,-48.2247202,-23.5028942,-23.4628942,-48.2447202,-48.2047202
San Pablo El Cerrito,-23.4828942,-48.2247202,-23.5028942,-23.4628942,-48.2447202,-48.2047202
57th st CA USA,32.716324,-117.074074,32.715549,32.718102,-117.074074,-117.073433
7th and MLK CA USA,NA,NA,NA,NA,NA,NA
Broadway and Blanding Av (58677) Alameda,NA,NA,NA,NA,NA,NA
4th Avenue Oakland,37.7954337,-122.2561752,37.7944808,37.7964873,-122.2575144,-122.2546819
Eastmont Transit Center (55599) Oakland,37.7687695,-122.1741488,37.7687195,37.7688195,-122.1741988,-122.1740988
Center St and Shattuck Av (Downtown Berkeley BART) (54139) Berkeley,NA,NA,NA,NA,NA,NA
Rollingwood Dr and Greenwood Dr (West Jctn) (57337) Rollingwood,NA,NA,NA,NA,NA,NA
El Cerrito El Cerrito,-31.83887725,-52.76510924671322,-31.8992265,-31.7794311,-52.8420921,-52.6627224
Fruitvale and Macarthur Oakland,37.8002045,-122.215789,37.8001545,37.8002545,-122.215839,-122.215739
willow:santa clara Alameda,7.9068097999999996,-72.46909184276491,7.9066139,7.9070056,-72.4692642,-72.4689195
Oakland CA USA,37.8044557,-122.2713563,37.6336763,37.8854257,-122.355881,-122.1144203
Garrard and Richmond parkway CA USA,NA,NA,NA,NA,NA,NA
Walnut Av and Paseo Padre Pkwy (52788) Fremont,37.552732,-121.9770345,37.552682,37.552782,-121.9770845,-121.9769845
Union city Union City,37.5906286,-122.0173972,37.5856286,37.5956286,-122.0223972,-122.0123972
Christie Av and Pacific Park Plaza (50148) Emeryville,NA,NA,NA,NA,NA,NA
Washington Oakland,47.2316641,-122.4891353,47.2116641,47.2516641,-122.5091353,-122.4691353
Santa Clara Av and Oak St (51471) Alameda,37.7659733,-122.2435196,37.7659233,37.7660233,-122.2435696,-122.2434696
Curry st CA USA,33.8664783,-118.1555871,33.8664783,33.8664953,-118.1555871,-118.1514473
14th St and Broadway (12th St BART Station) (55503) Oakland,NA,NA,NA,NA,NA,NA
Union City BART Station (50797) Union City,NA,NA,NA,NA,NA,NA
Downtown Berkeley Berkeley,37.8701007,-122.2681385,37.8651007,37.8751007,-122.2731385,-122.2631385
Shattuck and Durant Berkeley,37.866695,-122.2671512,37.866645,37.866745,-122.2672012,-122.2671012
Eastmont Mall CA USA,NA,NA,NA,NA,NA,NA
Hays St and W Juana Av (58759) San Leandro,37.722867,-122.156349,37.722817,37.722917,-122.156399,-122.156299
n/a CA USA,34.2727885,-119.2609533,34.2727385,34.2728385,-119.2610033,-119.2609033
MacArthur Blvd and 13th Av (Edna Brewer Middle School) (56511) Oakland,NA,NA,NA,NA,NA,NA
Bay Fair BART Station (53333) San Leandro,37.696621,-122.125583,37.696571,37.696671,-122.125633,-122.125533
Broadway and Embarcadero W (55344) Oakland,37.7955648,-122.2765326,37.7955148,37.7956148,-122.2765826,-122.2764826
NA Berkeley,37.8739663,-122.2834392,37.8689663,37.8789663,-122.2884392,-122.2784392
West Oakland BART Station (53553) Oakland,37.804924650000004,-122.29521206943949,37.8046239,37.8051487,-122.2956519,-122.2946655
San Pablo Av and Carlson Blvd (52221) El Cerrito,37.8993474,-122.3018656,37.8992974,37.8993974,-122.3019156,-122.3018156
Boscell Av and Braun Dr (55290) Fremont,37.5020459,-121.9749084,37.5019959,37.5020959,-121.9749584,-121.9748584
Boscell Av and Braun Dr (55290) Fremont,37.5020459,-121.9749084,37.5019959,37.5020959,-121.9749584,-121.9748584
Alamda Alameda,-2.4242655,-54.7334106,-2.4245764,-2.4240778,-54.7334434,-54.733361
n/a CA USA,34.2727885,-119.2609533,34.2727385,34.2728385,-119.2610033,-119.2609033
Brookside and Broadway Oakland,37.8489053,-122.2411994,37.8488553,37.8489553,-122.2412494,-122.2411494
"Hayward BART Station, Hayward CA USA",37.669764,-122.086625,37.669714,37.669814,-122.086675,-122.086575
Thomas L Berkley Way (20th St) and San Pablo Av (55770) Oakland,NA,NA,NA,NA,NA,NA
Foothill CA USA,39.799622,-123.283225,39.795157,39.800298,-123.289173,-123.276094
Fremont BART Fremont,37.5575875,-121.9772771,37.5575375,37.5576375,-121.9773271,-121.9772271
Parker and Shattuck Berkeley,37.8622911,-122.26765939905661,37.8621602,37.8624215,-122.2678713,-122.2674567
108th:Macarthur Oakland,37.7421059,-122.1511334,37.7420559,37.7421559,-122.1511834,-122.1510834
"Bart station, Hayward CA USA",NA,NA,NA,NA,NA,NA
Downtown Oakland Oakland,37.8036295,-122.2715244,37.7936295,37.8136295,-122.2815244,-122.2615244
n/a CA USA,34.2727885,-119.2609533,34.2727385,34.2728385,-119.2610033,-119.2609033
Broadway Ter and Warren Frwy Entrance (50165) Alameda,37.842019,-122.2257664,37.841969,37.842069,-122.2258164,-122.2257164
Grizzly Peak Blvd and Keeler Av (55364) Berkeley,37.8991895,-122.2650993,37.8991395,37.8992395,-122.2651493,-122.2650493
unknown CA USA,34.2918846,-119.1971224,34.2908195,34.2930308,-119.1973587,-119.1968458
San Pablo Av and Stanford Av (55547) Oakland,37.840473,-122.283064,37.840423,37.840523,-122.283114,-122.283014
27th And International Oakland,37.7221623,-122.21707443336842,37.6992639,37.745433,-122.2512932,-122.1993876
Capistrano Dr and Acalanes Dr (56576) Oakland,37.7321438,-122.1781311,37.7320938,37.7321938,-122.1781811,-122.1780811
Salesforce transit center CA USA,37.78911945,-122.39686267625001,37.7875986,37.7906342,-122.3987888,-122.394954
MacArthur Blvd and Boston Av (54115) Oakland,37.7995473,-122.2126577,37.7994973,37.7995973,-122.2127077,-122.2126077
Grand ave CA USA,37.8114485,-122.2657326,37.8114443,37.811452,-122.2659444,-122.2656255
Otis at Westline Alameda,NA,NA,NA,NA,NA,NA
Fremont Bart CA USA,37.5575875,-121.9772771,37.5575375,37.5576375,-121.9773271,-121.9772271
9th:Ashby Berkeley,37.8529812,-122.269711,37.8479812,37.8579812,-122.274711,-122.264711
NA CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
not indicated CA USA,NA,NA,NA,NA,NA,NA
Broadway and Pleasant Valley Av (51504) Oakland,37.8346865,-122.2519889,37.8346365,37.8347365,-122.2520389,-122.2519389
San Pablo Av and Ashby Av (51117) Berkeley,37.8518047,-122.2867124,37.8517547,37.8518547,-122.2867624,-122.2866624
Durant Ave. and Dana St. CA USA,37.8674222,-122.2614165,37.8673722,37.8674722,-122.2614665,-122.2613665
West 8th Avenue Hayward,NA,NA,NA,NA,NA,NA
Santa Clara Av and Oak St (51471) Alameda,37.7659733,-122.2435196,37.7659233,37.7660233,-122.2435696,-122.2434696
MacDonald Av and 7th St (55488) Richmond,37.935621,-122.362587,37.935571,37.935671,-122.362637,-122.362537
NA CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
Fruitvale BART Station (55550) Oakland,37.7757945,-122.2254889,37.7757445,37.7758445,-122.2255389,-122.2254389
Cabot Blvd and Kidder St (59787) Hayward,NA,NA,NA,NA,NA,NA
NA CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
College ave and Ashby ave CA USA,37.8568243,-122.2531146,37.8567743,37.8568743,-122.2531646,-122.2530646
NA CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
not indicated CA USA,NA,NA,NA,NA,NA,NA
Davis and Hegenburger RD Oakland,NA,NA,NA,NA,NA,NA
Broadway & 20th Oakland,52.0353825,-1.8618609,52.0153825,52.0553825,-1.8818609,-1.8418609
64th and Foothill CA USA,37.7709053,-122.1848629,37.7708553,37.7709553,-122.1849129,-122.1848129
24660 Amador St (52232) Hayward,37.65474659993279,-122.09086884752256,37.654696599933,37.654796599933,-122.09091884752,-122.09081884752
Coming from stop at Thomas L Berkeley Way going to get off a CA USA,NA,NA,NA,NA,NA,NA
Industrial Blvd and Depot Rd (51878) Hayward,37.6378358,-122.1165776,37.6377858,37.6378858,-122.1166276,-122.1165276
Dakota Road Union City,42.554464,-96.596297,42.5472541,42.561662,-96.596382,-96.596267
Foothill Oakland,37.743082,-122.14942786688493,37.7418856,37.7443052,-122.1518979,-122.1474672
Sales Force San Francisco,14.516467500000001,121.01924187334352,14.516206,14.5166696,121.0189806,121.0194568
E 18th St and 13th Av (59133) Oakland,37.7924628,-122.2433614,37.7924128,37.7925128,-122.2434114,-122.2433114
98th & International. Oakland,-26.2236036,27.8279943,-26.2240505,-26.2234809,27.8261013,27.8284986
E 14th & 153rd San Leandro,41.5049728,-81.6846871,41.5044745,41.505359,-81.6850266,-81.6842444
Salesforce Transit Center CA USA,37.78911945,-122.39686267625001,37.7875986,37.7906342,-122.3987888,-122.394954
NA CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
Webster St and Buena Vista Av (51478) Alameda,37.7776416,-122.2765358,37.7775916,37.7776916,-122.2765858,-122.2764858
Alameda Alameda,25.833333,40.95,25.833283,25.833383,40.94995,40.95005
San leandro Hayward,NA,NA,NA,NA,NA,NA
Richmond BART Station (51646) Richmond,37.9364829,-122.3538432,37.9364329,37.9365329,-122.3538932,-122.3537932
14th AVE & International Oakland,-23.8656333,29.3887824,-23.8659218,-23.8646861,29.387692,29.3896123
The Alameda and Solano Av (57735) Berkeley,NA,NA,NA,NA,NA,NA
Alameda South Shore Center and Kohl's (50300) Alameda,NA,NA,NA,NA,NA,NA
Ashby Av:Claremont Oakland,37.8568243,-122.2531146,37.8567743,37.8568743,-122.2531646,-122.2530646
On bus CA USA,43.0351449,-87.9083029,43.0350949,43.0351949,-87.9083529,-87.9082529
na CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
Broadway Oakland,40.1236518,-88.2076268,40.1236018,40.1237018,-88.2076768,-88.2075768
Costco Hayward,37.6161807,-122.08927185539216,37.6154492,37.6168472,-122.0901819,-122.0883513
Market St and 55th St (58118) Oakland,37.8391376,-122.2737954,37.8390876,37.8391876,-122.2738454,-122.2737454
Groom Dr:Alta Mira Dr (52852) CA USA,37.9745736,-122.3259806,37.9745236,37.9746236,-122.3260306,-122.3259306
MacArthur Blvd and Alma Av (Oakland High School) (53500) Oakland,NA,NA,NA,NA,NA,NA
73rd: East 14th St Oakland,37.7595396,-122.1875159,37.7594896,37.7595896,-122.1875659,-122.1874659
Fruitvale BART Oakland,37.7757945,-122.2254889,37.7757445,37.7758445,-122.2255389,-122.2254389
Lincoln and Webster Alameda,37.7753234,-122.2771434,37.7752734,37.7753734,-122.2771934,-122.2770934
Milpitas BART VTA Bay 9 (52671) Milpitas,NA,NA,NA,NA,NA,NA
Christy St & Auto Mall Pkwy Fremont,39.6554874,-79.9647097,39.6554778,39.6554956,-79.9658272,-79.9633942
Salesforce Transit Center Bay 30 (50030) San Francisco,37.7897728,-122.3958157,37.7897228,37.7898228,-122.3958657,-122.3957657
San Pablo Av and MacDonald Av (53388) Richmond,37.9327082,-122.3234953,37.9326582,37.9327582,-122.3235453,-122.3234453
"San Francisco (not :Frisco""; I aint lazy that way) CA USA",NA,NA,NA,NA,NA,NA
40th &amp; Piedmont Ave CA USA,40.694477,-90.798503,40.69366,40.695303,-90.807628,-90.789597
Grand Ave &amp; Mandana CA USA,41.5416982,-90.56233598208806,41.5410245,41.5451764,-90.5646707,-90.55996
Fruitvale Av and International Blvd (51289) Oakland,37.7779024,-122.225601,37.7778524,37.7779524,-122.225651,-122.225551
Berkley Berkeley,39.791723250000004,-105.04779895007465,39.7911706,39.7922758,-105.0491115,-105.0464864
NA CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
Eastmont CA USA,37.769095,-122.1721886,37.759095,37.779095,-122.1821886,-122.1621886
Salesforce Transit Center San Francisco,37.78911945,-122.39686267625001,37.7875986,37.7906342,-122.3987888,-122.394954
San Pablo Av and 64th St (52226) Oakland,37.8465739,-122.2850557,37.8465239,37.8466239,-122.2851057,-122.2850057
Contra Costa College (54442) San Pablo,37.9694724,-122.339782,37.9694224,37.9695224,-122.339832,-122.339732
Redwood Rd and Grove Way (58872) Castro Valley,NA,NA,NA,NA,NA,NA
"3rd St. & Alice, JLS Oakland",37.7763542,-122.3900647,37.7762769,37.7765227,-122.3901673,-122.390019
Mowry Av and Fremont Blvd (55009) Fremont,37.5477604,-121.9888429,37.5477104,37.5478104,-121.9888929,-121.98879290000001
Franklin St and 14th St (53602) Oakland,NA,NA,NA,NA,NA,NA
40th St and Telegraph Av (57770) Oakland,37.8292237,-122.2641609,37.8291737,37.8292737,-122.2642109,-122.2641109
San Pablo Av:Tulare Av (58111) CA USA,37.951463,-122.3329643,37.951413,37.951513,-122.3330143,-122.3329143
lakeland CA USA,33.6367576,-117.3444221,33.622583,33.6589169,-117.3796484,-117.315396
MacArthur Blvd and Fruitvale Av (55000) Oakland,37.8002045,-122.215789,37.8001545,37.8002545,-122.215839,-122.215739
24607 Amador St (55189) Hayward,37.6553411702375,-122.09146145432535,37.655291170237,37.655391170238,-122.09151145433,-122.09141145433
Union City BART Station (50786) Union City,37.5904337,-122.0176108,37.5903837,37.5904837,-122.0176608,-122.0175608
Harbor Way South Richmond,NA,NA,NA,NA,NA,NA
"2000 Broadway, Oakland CA USA",37.809248499999995,-122.26774593452961,37.8089989,37.8096296,-122.2679842,-122.2674091
"4641 46th Ave, Oakland CA USA",37.7708471,-122.2116795,37.7708296,37.7709149,-122.2117806,-122.2114787
NA NA,44.5349559,4.0038687,44.5349059,44.5350059,4.0038187,4.0039187
82nd Av and International Blvd (59050) Oakland,37.755876,-122.1789531,37.755826,37.755926,-122.1790031,-122.1789031
Market St and Sutter St (56876) San Francisco,NA,NA,NA,NA,NA,NA
spruce below Eunice CA USA,NA,NA,NA,NA,NA,NA
Contra Costa College (55888) San Pablo,NA,NA,NA,NA,NA,NA
Fremont BART Station (50939) Fremont,37.5574802,-121.9766318,37.5524802,37.5624802,-121.9816318,-121.9716318
Foothill Blvd and Cole St (53933) Oakland,37.7727045,-122.1984647,37.7726545,37.7727545,-122.1985147,-122.1984147
Eastmont Transit Center (55175) Oakland,37.7687695,-122.1741488,37.7687195,37.7688195,-122.1741988,-122.1740988
MacArthur Blvd and 13th Av (Edna Brewer Middle School) (56511) Oakland,NA,NA,NA,NA,NA,NA
Cedar Ave :Merced St San Leandro,NA,NA,NA,NA,NA,NA
Santa Clara Av and Park St (55511) Alameda,37.7653015,-122.241684,37.7652515,37.7653515,-122.241734,-122.241634
Park St and Encinal Av (51444) Alameda,37.7627933,-122.2439301,37.7627433,37.7628433,-122.2439801,-122.2438801
Eastmont CA USA,37.769095,-122.1721886,37.759095,37.779095,-122.1821886,-122.1621886
International Blvd and 78th Av (50707) CA USA,NA,NA,NA,NA,NA,NA
El Cerrito Del Norte BART El Cerrito,37.9248921,-122.3169619,37.9248421,37.9249421,-122.3170119,-122.3169119
Spruce St and Wiley St (57441) San Leandro,37.6999464,-122.1584472,37.6998964,37.6999964,-122.1584972,-122.1583972
Hayward Bart Hayward,37.669764,-122.086625,37.669714,37.669814,-122.086675,-122.086575
MacArther / 38 Ave. CA USA,NA,NA,NA,NA,NA,NA
Hayward Bart Station Hayward,37.669764,-122.086625,37.669714,37.669814,-122.086675,-122.086575
73rd and Spencer Oakland,37.7557936,-122.192692,37.7557436,37.7558436,-122.192742,-122.192642
Walmart Richmond,37.9799,-122.3284,37.97985,37.97995,-122.32845,-122.32835
Newark Blvd Newark,37.5384034,-122.0329941,37.5377057,37.5396797,-122.03363710000001,-122.0322144
Alameda South Shore Center At Park St (55519) Alameda,NA,NA,NA,NA,NA,NA
Carlson and san pablo El Cerrito,NA,NA,NA,NA,NA,NA
40th St and San Pablo Av (50937) Emeryville,37.831195,-122.279198,37.831145,37.831245,-122.279248,-122.279148
Hilltop Richmond,51.4262375,-0.33501188433009327,51.4261783,51.4262966,-0.3350887,-0.3349346
Corrine and Mission Oakland,NA,NA,NA,NA,NA,NA
Corrine & Mission Oakland,28.5753745,-81.3150232,28.574356,28.5753745,-81.317954,-81.3150232
71st Av and Spencer St (54498) Oakland,37.7566681,-122.1937323,37.7566181,37.7567181,-122.1937823,-122.1936823
Coliseum Bart Oakland,37.753517,-122.197011,37.753467,37.753567,-122.197061,-122.196961
Castro Valley Blvd. Castro Valley,37.6891233,-122.0950044,37.6889122,37.6891981,-122.0952642,-122.0949093
Broadway:28th Oakland,37.8164929,-122.2634359,37.8164429,37.8165429,-122.2634859,-122.2633859
Vickburg and Foothill Oakland,NA,NA,NA,NA,NA,NA
B St: 7th Street Hayward,37.680189,-122.0700994,37.680139,37.680239,-122.0701494,-122.0700494
Bay Fair BART Station (50284) San Leandro,37.696621,-122.125583,37.696571,37.696671,-122.125633,-122.125533
San Pablo San Pablo,-7.1183111,-78.823435,-7.1441579,-7.0186465,-78.8831875,-78.6482011
Marina Bay Pkwy Richmond,37.92051,-122.3473526,37.9200187,37.9208299,-122.347473,-122.3470722
Castro Valley BART Castro Valley,37.691624,-122.074833,37.691574,37.691674,-122.074883,-122.074783
Davis St San Leandro,37.7189887,-122.1773024,37.7189887,37.7192689,-122.1773024,-122.176234
82nd and Macathur Oakland,NA,NA,NA,NA,NA,NA
40th and Market Oakland,37.8289862,-122.2630804,37.828964,37.8290041,-122.2631929,-122.2629414
some location CA USA,NA,NA,NA,NA,NA,NA
location CA USA,57.157769900000005,-170.22939243477708,57.1572048,57.158175,-170.2305707,-170.2282888
na CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
Grand Ave at Jean St. Oakland,NA,NA,NA,NA,NA,NA
Grove Way and Gary Dr (51430) Castro Valley,NA,NA,NA,NA,NA,NA
Salesforce Transit Center San Francisco,37.78911945,-122.39686267625001,37.7875986,37.7906342,-122.3987888,-122.394954
Richmond CA USA,37.9357576,-122.347748,37.88364,38.0285668,-122.441484,-122.2434491
"Appian Way, Reheem Rd Berkeley",NA,NA,NA,NA,NA,NA
Westgate Pkwy and Davis St (50425) San Leandro,37.7179758,-122.1789187,37.7179258,37.7180258,-122.1789687,-122.1788687
Hegenberger Rd and Baldwin St (52855) Oakland,37.7474127,-122.1958912,37.7473627,37.7474627,-122.1959412,-122.1958412
Salesforce Transit Center Bay 30 (50030) San Francisco,37.7897728,-122.3958157,37.7897228,37.7898228,-122.3958657,-122.3957657
14th and Hamilton Oakland,37.81497643671699,-122.25977527974669,37.814926436717,37.815026436717,-122.25982527975,-122.25972527975
